initial_branch,trial_id,stage_id,LLR_paper,LFOR_paper,NVOR_paper,branch_loading_pu_vector,bus_voltage_pu_vector,total_load_shed_mw,base_load_mw,overloaded_branch_count,voltage_violation_bus_count,severity_formula_mode,normalization_status
8,1,1,0,0,0,0.38173;0.12964;0.75212;0.36751;0.47076;0.12319;0.018825;0;0.8805;0.37263;0.49638;0.58262;0.06759;0.52172;0.32092;0.23508;0.22652;0.10031;0.91017;0.67365;0.055383;0.038224;0.93989;0.20124;0.33341;0.41612;0.75081;0.50693;0.047244;0.27936;0.13603;0.16011;0.66377;0.5988;0.64541;0.041864;0.67332;0.56586;0.62615;0.24091;0.61573;0.33353;0.12183;0.20527;0.46692;0.57553,1.0043;1.0106;0.99603;0.97396;0.99779;1.0006;0.98801;0.98627;1.0132;1.0097;1.0054;0.98994;1.0018;0.98852;0.98659;1.0009;1.0016;0.99805;1.0373;0.97841;0.99278;1.0033;0.99607;1.0039;1.0203;1.0203;1.0057;1.0222;1.0228;1;1;1;1;1;1;1;1;1;1,0,6254.23,0,0,paper_confirmed_exponential_sum,diagnostic_stage_vector_reconstruction
8,1,2,0,0.0363869290650203,0,0.066076;0.058048;1.0507;0.2854;0.47076;0.34574;0.053269;0;0.65778;0.45337;0.6038;0.69008;0.44788;0.52805;0.42755;0.44787;0.43611;1.0105;0;0.67365;0.77926;0.7564;0.62594;0.075336;0.46021;0.28837;0.75054;0.50678;0.04722;0.21921;0.068792;0.16017;0.66377;0.5988;0.6454;0.041891;0.67332;0.56586;0.62615;0.30931;0.61573;0.40117;0.12199;0.20509;0.46709;0.57553,1.005;1.004;0.97814;0.94015;0.98552;0.98903;0.97446;0.97206;1.0013;1.0079;0.99562;0.9372;0.94177;0.94592;0.96346;0.98684;0.9874;0.98245;1.0321;0.97558;0.98284;0.99799;0.99055;0.99108;1.0132;1.0114;0.99418;1.0176;1.0197;1;1;1;1;1;1;1;1;1;1,0,6254.23,2,0,paper_confirmed_exponential_sum,diagnostic_stage_vector_reconstruction
8,1,3,0.05,0.035172192731019,0.0858921772597251,0.33537;0.10713;0;0.44492;0.47076;0.099793;0.71541;0;0.85472;0.34504;0.45961;0.54107;0.7573;0.70251;0.2924;0.19884;0.19006;0;0;0;0.72444;0.70228;0.58065;0.13529;0.64602;0.25076;0.8064;0.53788;0.084195;0.85023;0.60322;0.12251;0.66377;0.5988;0.65128;0.033061;0.67332;0.57756;0.62615;0.9307;0.61573;1.0587;0.14501;0.22258;0.47305;0.57553,1.0087;1.0191;0.89402;0.86354;0.92221;0.92376;0.91572;0.91649;0.98464;1.0178;0.90759;0.85289;0.86867;0.87591;0.91461;0.94788;0.9343;0.91621;1.018;0.96849;0.95588;0.98357;0.9757;0.95538;1.0003;0.97347;0.94515;0.99846;1.0065;1;1;0.9841;1;1;1;1;1;1;1,312.7115,6254.23,1,5,paper_confirmed_exponential_sum,diagnostic_stage_vector_reconstruction
8,1,4,0.474130236655831,0,0,,,2965.31955,6254.23,0,0,paper_confirmed_exponential_sum,diagnostic_stage_vector_reconstruction
8,2,1,0,0,0,0.38173;0.12964;0.75212;0.36751;0.47076;0.12319;0.018825;0;0.8805;0.37263;0.49638;0.58262;0.06759;0.52172;0.32092;0.23508;0.22652;0.10031;0.91017;0.67365;0.055383;0.038224;0.93989;0.20124;0.33341;0.41612;0.75081;0.50693;0.047244;0.27936;0.13603;0.16011;0.66377;0.5988;0.64541;0.041864;0.67332;0.56586;0.62615;0.24091;0.61573;0.33353;0.12183;0.20527;0.46692;0.57553,1.0043;1.0106;0.99603;0.97396;0.99779;1.0006;0.98801;0.98627;1.0132;1.0097;1.0054;0.98994;1.0018;0.98852;0.98659;1.0009;1.0016;0.99805;1.0373;0.97841;0.99278;1.0033;0.99607;1.0039;1.0203;1.0203;1.0057;1.0222;1.0228;1;1;1;1;1;1;1;1;1;1,0,6254.23,0,0,paper_confirmed_exponential_sum,diagnostic_stage_vector_reconstruction
8,3,1,0,0,0,0.38173;0.12964;0.75212;0.36751;0.47076;0.12319;0.018825;0;0.8805;0.37263;0.49638;0.58262;0.06759;0.52172;0.32092;0.23508;0.22652;0.10031;0.91017;0.67365;0.055383;0.038224;0.93989;0.20124;0.33341;0.41612;0.75081;0.50693;0.047244;0.27936;0.13603;0.16011;0.66377;0.5988;0.64541;0.041864;0.67332;0.56586;0.62615;0.24091;0.61573;0.33353;0.12183;0.20527;0.46692;0.57553,1.0043;1.0106;0.99603;0.97396;0.99779;1.0006;0.98801;0.98627;1.0132;1.0097;1.0054;0.98994;1.0018;0.98852;0.98659;1.0009;1.0016;0.99805;1.0373;0.97841;0.99278;1.0033;0.99607;1.0039;1.0203;1.0203;1.0057;1.0222;1.0228;1;1;1;1;1;1;1;1;1;1,0,6254.23,0,0,paper_confirmed_exponential_sum,diagnostic_stage_vector_reconstruction
8,3,2,0,0.692405161252357,0,0.57786;0.44631;1.6504;0.11869;0.47076;0.78633;0.20157;0;0.21877;0.6258;0.83295;0.91992;1.2418;0.54763;0.65479;0.90013;0.87349;0.96006;0.050413;0.67365;0.043272;0.060466;0;0.18279;0.71964;0.028774;0.75049;0.50675;0.047213;0.095712;0.066996;0.16018;0.66377;0.5988;0.64539;0.041896;0.67332;0.56586;0.62615;0.44816;0.61573;0.53793;0.1221;0.20495;0.46721;0.57553,0.99751;0.99768;0.97029;0.93832;0.95316;0.95964;0.93568;0.92964;0.95578;0.99287;0.98006;0.97108;0.99045;0.94878;0.9622;0.98461;0.98303;0.97674;1.0313;0.97513;0.98127;0.99715;0.98968;0.98906;1.0048;1.0049;0.98819;1.0143;1.0174;1;1;1;1;1;1;1;1;1;1,0,6254.23,2,0,paper_confirmed_exponential_sum,diagnostic_stage_vector_reconstruction
8,3,3,0.101227489235286,0.446405028746091,0.0284046471960137,0.068284;0.046978;0;0.76542;0.47076;0.33608;0.92159;0;0.56686;0.80792;1.0749;0;0;0.53862;0.23405;0.30955;0.30027;0;0;0;0;0;0;0.47567;0.96241;0.085949;0.86308;0.56952;0.12137;1.0103;0.93276;0.084684;0.66377;0.5988;0.65724;0.024129;0.67332;0.58925;0.62615;1.2054;0.61573;1.3722;0.16763;0.2405;0.47862;0.57553,1.0114;1.0187;0.89214;0.87188;0.96316;0.97039;0.93516;0.93966;0.99114;1.0178;1.0134;1.0008;1.0149;0.88768;0.91494;0.94455;0.92593;0.9097;1.017;0.96853;0.95407;0.98262;0.9748;0.95214;0.98885;0.95468;0.9273;0.98918;1.0002;1;1;0.9841;1;1;1;1;1;1;1,633.1,6254.23,4,3,paper_confirmed_exponential_sum,diagnostic_stage_vector_reconstruction
8,3,4,0.732382163751573,0.22303829993935,0.22802468390993,1.3244;0.69693;0;0.76186;0.47076;0;0;0;0;0;0;0;0;0;0.19903;0.66053;0.67264;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.61573;0;0;0;0;0,0.96469;0.99348;1.0307;1.0045;1.006;1.0082;0.72403;0.72906;0.88709;1.0178;1.0134;1.0008;1.0149;1.0123;1.0162;1.0325;1.0342;1.0316;1.0501;0.99101;1.0323;1.0501;1.0451;1.038;1.0157;1.0526;1.0383;1.0504;1.0501;1;0.982;0.9841;0.9972;1.0123;1.0494;1.0636;1;1.0265;1,4580.4865,6254.23,1,3,paper_confirmed_exponential_sum,diagnostic_stage_vector_reconstruction
8,4,1,0,0,0,0.38173;0.12964;0.75212;0.36751;0.47076;0.12319;0.018825;0;0.8805;0.37263;0.49638;0.58262;0.06759;0.52172;0.32092;0.23508;0.22652;0.10031;0.91017;0.67365;0.055383;0.038224;0.93989;0.20124;0.33341;0.41612;0.75081;0.50693;0.047244;0.27936;0.13603;0.16011;0.66377;0.5988;0.64541;0.041864;0.67332;0.56586;0.62615;0.24091;0.61573;0.33353;0.12183;0.20527;0.46692;0.57553,1.0043;1.0106;0.99603;0.97396;0.99779;1.0006;0.98801;0.98627;1.0132;1.0097;1.0054;0.98994;1.0018;0.98852;0.98659;1.0009;1.0016;0.99805;1.0373;0.97841;0.99278;1.0033;0.99607;1.0039;1.0203;1.0203;1.0057;1.0222;1.0228;1;1;1;1;1;1;1;1;1;1,0,6254.23,0,0,paper_confirmed_exponential_sum,diagnostic_stage_vector_reconstruction
8,4,2,0,0.0363869290650203,0,0.066076;0.058048;1.0507;0.2854;0.47076;0.34574;0.053269;0;0.65778;0.45337;0.6038;0.69008;0.44788;0.52805;0.42755;0.44787;0.43611;1.0105;0;0.67365;0.77926;0.7564;0.62594;0.075336;0.46021;0.28837;0.75054;0.50678;0.04722;0.21921;0.068792;0.16017;0.66377;0.5988;0.6454;0.041891;0.67332;0.56586;0.62615;0.30931;0.61573;0.40117;0.12199;0.20509;0.46709;0.57553,1.005;1.004;0.97814;0.94015;0.98552;0.98903;0.97446;0.97206;1.0013;1.0079;0.99562;0.9372;0.94177;0.94592;0.96346;0.98684;0.9874;0.98245;1.0321;0.97558;0.98284;0.99799;0.99055;0.99108;1.0132;1.0114;0.99418;1.0176;1.0197;1;1;1;1;1;1;1;1;1;1,0,6254.23,2,0,paper_confirmed_exponential_sum,diagnostic_stage_vector_reconstruction
8,4,3,0.05,0.035172192731019,0.0858921772597251,0.33537;0.10713;0;0.44492;0.47076;0.099793;0.71541;0;0.85472;0.34504;0.45961;0.54107;0.7573;0.70251;0.2924;0.19884;0.19006;0;0;0;0.72444;0.70228;0.58065;0.13529;0.64602;0.25076;0.8064;0.53788;0.084195;0.85023;0.60322;0.12251;0.66377;0.5988;0.65128;0.033061;0.67332;0.57756;0.62615;0.9307;0.61573;1.0587;0.14501;0.22258;0.47305;0.57553,1.0087;1.0191;0.89402;0.86354;0.92221;0.92376;0.91572;0.91649;0.98464;1.0178;0.90759;0.85289;0.86867;0.87591;0.91461;0.94788;0.9343;0.91621;1.018;0.96849;0.95588;0.98357;0.9757;0.95538;1.0003;0.97347;0.94515;0.99846;1.0065;1;1;0.9841;1;1;1;1;1;1;1,312.7115,6254.23,1,5,paper_confirmed_exponential_sum,diagnostic_stage_vector_reconstruction
8,4,4,0.407303065285415,0,0,,,2547.36705,6254.23,0,0,paper_confirmed_exponential_sum,diagnostic_stage_vector_reconstruction
8,5,1,0,0,0,0.38173;0.12964;0.75212;0.36751;0.47076;0.12319;0.018825;0;0.8805;0.37263;0.49638;0.58262;0.06759;0.52172;0.32092;0.23508;0.22652;0.10031;0.91017;0.67365;0.055383;0.038224;0.93989;0.20124;0.33341;0.41612;0.75081;0.50693;0.047244;0.27936;0.13603;0.16011;0.66377;0.5988;0.64541;0.041864;0.67332;0.56586;0.62615;0.24091;0.61573;0.33353;0.12183;0.20527;0.46692;0.57553,1.0043;1.0106;0.99603;0.97396;0.99779;1.0006;0.98801;0.98627;1.0132;1.0097;1.0054;0.98994;1.0018;0.98852;0.98659;1.0009;1.0016;0.99805;1.0373;0.97841;0.99278;1.0033;0.99607;1.0039;1.0203;1.0203;1.0057;1.0222;1.0228;1;1;1;1;1;1;1;1;1;1,0,6254.23,0,0,paper_confirmed_exponential_sum,diagnostic_stage_vector_reconstruction
8,6,1,0,0,0,0.38173;0.12964;0.75212;0.36751;0.47076;0.12319;0.018825;0;0.8805;0.37263;0.49638;0.58262;0.06759;0.52172;0.32092;0.23508;0.22652;0.10031;0.91017;0.67365;0.055383;0.038224;0.93989;0.20124;0.33341;0.41612;0.75081;0.50693;0.047244;0.27936;0.13603;0.16011;0.66377;0.5988;0.64541;0.041864;0.67332;0.56586;0.62615;0.24091;0.61573;0.33353;0.12183;0.20527;0.46692;0.57553,1.0043;1.0106;0.99603;0.97396;0.99779;1.0006;0.98801;0.98627;1.0132;1.0097;1.0054;0.98994;1.0018;0.98852;0.98659;1.0009;1.0016;0.99805;1.0373;0.97841;0.99278;1.0033;0.99607;1.0039;1.0203;1.0203;1.0057;1.0222;1.0228;1;1;1;1;1;1;1;1;1;1,0,6254.23,0,0,paper_confirmed_exponential_sum,diagnostic_stage_vector_reconstruction
8,6,2,0,0.692405161252357,0,0.57786;0.44631;1.6504;0.11869;0.47076;0.78633;0.20157;0;0.21877;0.6258;0.83295;0.91992;1.2418;0.54763;0.65479;0.90013;0.87349;0.96006;0.050413;0.67365;0.043272;0.060466;0;0.18279;0.71964;0.028774;0.75049;0.50675;0.047213;0.095712;0.066996;0.16018;0.66377;0.5988;0.64539;0.041896;0.67332;0.56586;0.62615;0.44816;0.61573;0.53793;0.1221;0.20495;0.46721;0.57553,0.99751;0.99768;0.97029;0.93832;0.95316;0.95964;0.93568;0.92964;0.95578;0.99287;0.98006;0.97108;0.99045;0.94878;0.9622;0.98461;0.98303;0.97674;1.0313;0.97513;0.98127;0.99715;0.98968;0.98906;1.0048;1.0049;0.98819;1.0143;1.0174;1;1;1;1;1;1;1;1;1;1,0,6254.23,2,0,paper_confirmed_exponential_sum,diagnostic_stage_vector_reconstruction
8,6,3,0.0512956830816903,1.4572582589484,0.199180992645097,0.38563;0.32516;0;1.3064;0.47076;0.37154;0.99097;0;0.58216;0.53362;0.71036;0.79225;0;0.75187;0.54117;0.69462;0.6747;0;0;0;0;0;0;0.48916;1.0041;0.11427;0.80526;0.53713;0.083685;1.0828;1.2123;0.12275;0.66377;0.5988;0.65122;0.033162;0.67332;0.57752;0.62615;1.6038;0.61573;1.6879;0.1457;0.22064;0.47412;0.57553,1.0051;1.0078;0.84154;0.8213;0.90166;0.90584;0.8897;0.88738;0.95141;1.0178;1.0134;1.0008;1.0149;0.84117;0.87653;0.91209;0.87997;0.86098;1.0049;0.9613;0.93058;0.96999;0.96163;0.92273;0.95697;0.89965;0.86813;0.96034;0.98043;1;1;0.9841;1;1;1;1;1;1;1,320.815,6254.23,6,10,paper_confirmed_exponential_sum,diagnostic_stage_vector_reconstruction
8,6,4,0.700291642616277,0,0,0.70614;0.32485;0;0;0.47076;0;0;0;0;0.25276;0.3368;0.41883;0;0.37792;0.17105;0.044253;0.051208;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1.0013;1.0201;1.0307;1.0045;1.0057;1.008;0.99718;0.99587;1.0195;1.0178;1.0134;1.0008;1.0149;1.0123;1.0162;1.0325;1.0342;1.0316;1.0501;0.99101;1.0323;1.0501;1.0451;1.038;1.0577;1.0526;1.0383;1.0504;1.0501;1;1;0.9841;0.9972;1.0123;1.0494;1.0636;1.0275;1.0265;1,4379.785,6254.23,0,0,paper_confirmed_exponential_sum,diagnostic_stage_vector_reconstruction
8,7,1,0,0,0,0.38173;0.12964;0.75212;0.36751;0.47076;0.12319;0.018825;0;0.8805;0.37263;0.49638;0.58262;0.06759;0.52172;0.32092;0.23508;0.22652;0.10031;0.91017;0.67365;0.055383;0.038224;0.93989;0.20124;0.33341;0.41612;0.75081;0.50693;0.047244;0.27936;0.13603;0.16011;0.66377;0.5988;0.64541;0.041864;0.67332;0.56586;0.62615;0.24091;0.61573;0.33353;0.12183;0.20527;0.46692;0.57553,1.0043;1.0106;0.99603;0.97396;0.99779;1.0006;0.98801;0.98627;1.0132;1.0097;1.0054;0.98994;1.0018;0.98852;0.98659;1.0009;1.0016;0.99805;1.0373;0.97841;0.99278;1.0033;0.99607;1.0039;1.0203;1.0203;1.0057;1.0222;1.0228;1;1;1;1;1;1;1;1;1;1,0,6254.23,0,0,paper_confirmed_exponential_sum,diagnostic_stage_vector_reconstruction
8,8,1,0,0,0,0.38173;0.12964;0.75212;0.36751;0.47076;0.12319;0.018825;0;0.8805;0.37263;0.49638;0.58262;0.06759;0.52172;0.32092;0.23508;0.22652;0.10031;0.91017;0.67365;0.055383;0.038224;0.93989;0.20124;0.33341;0.41612;0.75081;0.50693;0.047244;0.27936;0.13603;0.16011;0.66377;0.5988;0.64541;0.041864;0.67332;0.56586;0.62615;0.24091;0.61573;0.33353;0.12183;0.20527;0.46692;0.57553,1.0043;1.0106;0.99603;0.97396;0.99779;1.0006;0.98801;0.98627;1.0132;1.0097;1.0054;0.98994;1.0018;0.98852;0.98659;1.0009;1.0016;0.99805;1.0373;0.97841;0.99278;1.0033;0.99607;1.0039;1.0203;1.0203;1.0057;1.0222;1.0228;1;1;1;1;1;1;1;1;1;1,0,6254.23,0,0,paper_confirmed_exponential_sum,diagnostic_stage_vector_reconstruction
8,8,2,0,0.692405161252357,0,0.57786;0.44631;1.6504;0.11869;0.47076;0.78633;0.20157;0;0.21877;0.6258;0.83295;0.91992;1.2418;0.54763;0.65479;0.90013;0.87349;0.96006;0.050413;0.67365;0.043272;0.060466;0;0.18279;0.71964;0.028774;0.75049;0.50675;0.047213;0.095712;0.066996;0.16018;0.66377;0.5988;0.64539;0.041896;0.67332;0.56586;0.62615;0.44816;0.61573;0.53793;0.1221;0.20495;0.46721;0.57553,0.99751;0.99768;0.97029;0.93832;0.95316;0.95964;0.93568;0.92964;0.95578;0.99287;0.98006;0.97108;0.99045;0.94878;0.9622;0.98461;0.98303;0.97674;1.0313;0.97513;0.98127;0.99715;0.98968;0.98906;1.0048;1.0049;0.98819;1.0143;1.0174;1;1;1;1;1;1;1;1;1;1,0,6254.23,2,0,paper_confirmed_exponential_sum,diagnostic_stage_vector_reconstruction
8,8,3,0.0512956830816903,1.4572582589484,0.199180992645097,0.38563;0.32516;0;1.3064;0.47076;0.37154;0.99097;0;0.58216;0.53362;0.71036;0.79225;0;0.75187;0.54117;0.69462;0.6747;0;0;0;0;0;0;0.48916;1.0041;0.11427;0.80526;0.53713;0.083685;1.0828;1.2123;0.12275;0.66377;0.5988;0.65122;0.033162;0.67332;0.57752;0.62615;1.6038;0.61573;1.6879;0.1457;0.22064;0.47412;0.57553,1.0051;1.0078;0.84154;0.8213;0.90166;0.90584;0.8897;0.88738;0.95141;1.0178;1.0134;1.0008;1.0149;0.84117;0.87653;0.91209;0.87997;0.86098;1.0049;0.9613;0.93058;0.96999;0.96163;0.92273;0.95697;0.89965;0.86813;0.96034;0.98043;1;1;0.9841;1;1;1;1;1;1;1,320.815,6254.23,6,10,paper_confirmed_exponential_sum,diagnostic_stage_vector_reconstruction
8,8,4,0.700291642616277,0,0,0.70614;0.32485;0;0;0.47076;0;0;0;0;0.25276;0.3368;0.41883;0;0.37792;0.17105;0.044253;0.051208;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1.0013;1.0201;1.0307;1.0045;1.0057;1.008;0.99718;0.99587;1.0195;1.0178;1.0134;1.0008;1.0149;1.0123;1.0162;1.0325;1.0342;1.0316;1.0501;0.99101;1.0323;1.0501;1.0451;1.038;1.0577;1.0526;1.0383;1.0504;1.0501;1;1;0.9841;0.9972;1.0123;1.0494;1.0636;1.0275;1.0265;1,4379.785,6254.23,0,0,paper_confirmed_exponential_sum,diagnostic_stage_vector_reconstruction
8,9,1,0,0,0,0.38173;0.12964;0.75212;0.36751;0.47076;0.12319;0.018825;0;0.8805;0.37263;0.49638;0.58262;0.06759;0.52172;0.32092;0.23508;0.22652;0.10031;0.91017;0.67365;0.055383;0.038224;0.93989;0.20124;0.33341;0.41612;0.75081;0.50693;0.047244;0.27936;0.13603;0.16011;0.66377;0.5988;0.64541;0.041864;0.67332;0.56586;0.62615;0.24091;0.61573;0.33353;0.12183;0.20527;0.46692;0.57553,1.0043;1.0106;0.99603;0.97396;0.99779;1.0006;0.98801;0.98627;1.0132;1.0097;1.0054;0.98994;1.0018;0.98852;0.98659;1.0009;1.0016;0.99805;1.0373;0.97841;0.99278;1.0033;0.99607;1.0039;1.0203;1.0203;1.0057;1.0222;1.0228;1;1;1;1;1;1;1;1;1;1,0,6254.23,0,0,paper_confirmed_exponential_sum,diagnostic_stage_vector_reconstruction
8,10,1,0,0,0,0.38173;0.12964;0.75212;0.36751;0.47076;0.12319;0.018825;0;0.8805;0.37263;0.49638;0.58262;0.06759;0.52172;0.32092;0.23508;0.22652;0.10031;0.91017;0.67365;0.055383;0.038224;0.93989;0.20124;0.33341;0.41612;0.75081;0.50693;0.047244;0.27936;0.13603;0.16011;0.66377;0.5988;0.64541;0.041864;0.67332;0.56586;0.62615;0.24091;0.61573;0.33353;0.12183;0.20527;0.46692;0.57553,1.0043;1.0106;0.99603;0.97396;0.99779;1.0006;0.98801;0.98627;1.0132;1.0097;1.0054;0.98994;1.0018;0.98852;0.98659;1.0009;1.0016;0.99805;1.0373;0.97841;0.99278;1.0033;0.99607;1.0039;1.0203;1.0203;1.0057;1.0222;1.0228;1;1;1;1;1;1;1;1;1;1,0,6254.23,0,0,paper_confirmed_exponential_sum,diagnostic_stage_vector_reconstruction
8,10,2,0,0.692405161252357,0,0.57786;0.44631;1.6504;0.11869;0.47076;0.78633;0.20157;0;0.21877;0.6258;0.83295;0.91992;1.2418;0.54763;0.65479;0.90013;0.87349;0.96006;0.050413;0.67365;0.043272;0.060466;0;0.18279;0.71964;0.028774;0.75049;0.50675;0.047213;0.095712;0.066996;0.16018;0.66377;0.5988;0.64539;0.041896;0.67332;0.56586;0.62615;0.44816;0.61573;0.53793;0.1221;0.20495;0.46721;0.57553,0.99751;0.99768;0.97029;0.93832;0.95316;0.95964;0.93568;0.92964;0.95578;0.99287;0.98006;0.97108;0.99045;0.94878;0.9622;0.98461;0.98303;0.97674;1.0313;0.97513;0.98127;0.99715;0.98968;0.98906;1.0048;1.0049;0.98819;1.0143;1.0174;1;1;1;1;1;1;1;1;1;1,0,6254.23,2,0,paper_confirmed_exponential_sum,diagnostic_stage_vector_reconstruction
8,10,3,0.0512956830816903,1.4572582589484,0.199180992645097,0.38563;0.32516;0;1.3064;0.47076;0.37154;0.99097;0;0.58216;0.53362;0.71036;0.79225;0;0.75187;0.54117;0.69462;0.6747;0;0;0;0;0;0;0.48916;1.0041;0.11427;0.80526;0.53713;0.083685;1.0828;1.2123;0.12275;0.66377;0.5988;0.65122;0.033162;0.67332;0.57752;0.62615;1.6038;0.61573;1.6879;0.1457;0.22064;0.47412;0.57553,1.0051;1.0078;0.84154;0.8213;0.90166;0.90584;0.8897;0.88738;0.95141;1.0178;1.0134;1.0008;1.0149;0.84117;0.87653;0.91209;0.87997;0.86098;1.0049;0.9613;0.93058;0.96999;0.96163;0.92273;0.95697;0.89965;0.86813;0.96034;0.98043;1;1;0.9841;1;1;1;1;1;1;1,320.815,6254.23,6,10,paper_confirmed_exponential_sum,diagnostic_stage_vector_reconstruction
8,10,4,0.700291642616277,0,0,0.70614;0.32485;0;0;0.47076;0;0;0;0;0.25276;0.3368;0.41883;0;0.37792;0.17105;0.044253;0.051208;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1.0013;1.0201;1.0307;1.0045;1.0057;1.008;0.99718;0.99587;1.0195;1.0178;1.0134;1.0008;1.0149;1.0123;1.0162;1.0325;1.0342;1.0316;1.0501;0.99101;1.0323;1.0501;1.0451;1.038;1.0577;1.0526;1.0383;1.0504;1.0501;1;1;0.9841;0.9972;1.0123;1.0494;1.0636;1.0275;1.0265;1,4379.785,6254.23,0,0,paper_confirmed_exponential_sum,diagnostic_stage_vector_reconstruction
8,11,1,0,0,0,0.38173;0.12964;0.75212;0.36751;0.47076;0.12319;0.018825;0;0.8805;0.37263;0.49638;0.58262;0.06759;0.52172;0.32092;0.23508;0.22652;0.10031;0.91017;0.67365;0.055383;0.038224;0.93989;0.20124;0.33341;0.41612;0.75081;0.50693;0.047244;0.27936;0.13603;0.16011;0.66377;0.5988;0.64541;0.041864;0.67332;0.56586;0.62615;0.24091;0.61573;0.33353;0.12183;0.20527;0.46692;0.57553,1.0043;1.0106;0.99603;0.97396;0.99779;1.0006;0.98801;0.98627;1.0132;1.0097;1.0054;0.98994;1.0018;0.98852;0.98659;1.0009;1.0016;0.99805;1.0373;0.97841;0.99278;1.0033;0.99607;1.0039;1.0203;1.0203;1.0057;1.0222;1.0228;1;1;1;1;1;1;1;1;1;1,0,6254.23,0,0,paper_confirmed_exponential_sum,diagnostic_stage_vector_reconstruction
8,11,2,0,0.692405161252357,0,0.57786;0.44631;1.6504;0.11869;0.47076;0.78633;0.20157;0;0.21877;0.6258;0.83295;0.91992;1.2418;0.54763;0.65479;0.90013;0.87349;0.96006;0.050413;0.67365;0.043272;0.060466;0;0.18279;0.71964;0.028774;0.75049;0.50675;0.047213;0.095712;0.066996;0.16018;0.66377;0.5988;0.64539;0.041896;0.67332;0.56586;0.62615;0.44816;0.61573;0.53793;0.1221;0.20495;0.46721;0.57553,0.99751;0.99768;0.97029;0.93832;0.95316;0.95964;0.93568;0.92964;0.95578;0.99287;0.98006;0.97108;0.99045;0.94878;0.9622;0.98461;0.98303;0.97674;1.0313;0.97513;0.98127;0.99715;0.98968;0.98906;1.0048;1.0049;0.98819;1.0143;1.0174;1;1;1;1;1;1;1;1;1;1,0,6254.23,2,0,paper_confirmed_exponential_sum,diagnostic_stage_vector_reconstruction
8,11,3,0.0512956830816903,1.4572582589484,0.199180992645097,0.38563;0.32516;0;1.3064;0.47076;0.37154;0.99097;0;0.58216;0.53362;0.71036;0.79225;0;0.75187;0.54117;0.69462;0.6747;0;0;0;0;0;0;0.48916;1.0041;0.11427;0.80526;0.53713;0.083685;1.0828;1.2123;0.12275;0.66377;0.5988;0.65122;0.033162;0.67332;0.57752;0.62615;1.6038;0.61573;1.6879;0.1457;0.22064;0.47412;0.57553,1.0051;1.0078;0.84154;0.8213;0.90166;0.90584;0.8897;0.88738;0.95141;1.0178;1.0134;1.0008;1.0149;0.84117;0.87653;0.91209;0.87997;0.86098;1.0049;0.9613;0.93058;0.96999;0.96163;0.92273;0.95697;0.89965;0.86813;0.96034;0.98043;1;1;0.9841;1;1;1;1;1;1;1,320.815,6254.23,6,10,paper_confirmed_exponential_sum,diagnostic_stage_vector_reconstruction
8,11,4,0.700291642616277,0,0,0.70614;0.32485;0;0;0.47076;0;0;0;0;0.25276;0.3368;0.41883;0;0.37792;0.17105;0.044253;0.051208;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1.0013;1.0201;1.0307;1.0045;1.0057;1.008;0.99718;0.99587;1.0195;1.0178;1.0134;1.0008;1.0149;1.0123;1.0162;1.0325;1.0342;1.0316;1.0501;0.99101;1.0323;1.0501;1.0451;1.038;1.0577;1.0526;1.0383;1.0504;1.0501;1;1;0.9841;0.9972;1.0123;1.0494;1.0636;1.0275;1.0265;1,4379.785,6254.23,0,0,paper_confirmed_exponential_sum,diagnostic_stage_vector_reconstruction
8,12,1,0,0,0,0.38173;0.12964;0.75212;0.36751;0.47076;0.12319;0.018825;0;0.8805;0.37263;0.49638;0.58262;0.06759;0.52172;0.32092;0.23508;0.22652;0.10031;0.91017;0.67365;0.055383;0.038224;0.93989;0.20124;0.33341;0.41612;0.75081;0.50693;0.047244;0.27936;0.13603;0.16011;0.66377;0.5988;0.64541;0.041864;0.67332;0.56586;0.62615;0.24091;0.61573;0.33353;0.12183;0.20527;0.46692;0.57553,1.0043;1.0106;0.99603;0.97396;0.99779;1.0006;0.98801;0.98627;1.0132;1.0097;1.0054;0.98994;1.0018;0.98852;0.98659;1.0009;1.0016;0.99805;1.0373;0.97841;0.99278;1.0033;0.99607;1.0039;1.0203;1.0203;1.0057;1.0222;1.0228;1;1;1;1;1;1;1;1;1;1,0,6254.23,0,0,paper_confirmed_exponential_sum,diagnostic_stage_vector_reconstruction
