initial_branch,trial_id,stage_id,LLR_paper,LFOR_paper,NVOR_paper,branch_loading_pu_vector,bus_voltage_pu_vector,total_load_shed_mw,base_load_mw,overloaded_branch_count,voltage_violation_bus_count,severity_formula_mode,normalization_status
3,8,1,0,0,0,0.4827;0.18936;0;0.080507;0.27778;0.18896;0.45655;0.48077;0.61502;0.46909;0.30423;0.45089;0.61913;0.37342;0.18996;0.087153;0.094457;0.50657;0.57677;0.72222;0.012731;0.0044579;0.57224;0.05796;0.47697;0.34675;0.75716;0.55053;0.071147;0.64555;0.29997;0.19419;0.70222;0.56444;0.67464;0.071379;0.72222;0.58976;0.62222;0.45681;0.6;0.77314;0.2362;0.31995;0.58214;0.69167,1.0411;1.06;1.0008;0.98885;0.99657;0.99978;0.99022;0.98982;1.0352;1.01;1.0053;0.99198;1.0058;1.0003;1.005;1.022;1.0179;1.0096;1.0462;0.9889;1.0249;1.0462;1.041;1.0284;1.0551;1.0416;1.0234;1.0447;1.0462;1.0499;0.982;0.9841;0.9972;1.0123;1.0494;1.0636;1.0275;1.0265;1.03,0,6254.23,0,0,paper_confirmed_exponential_sum,diagnostic_stage_vector_reconstruction
3,9,1,0,0,0,0.4827;0.18936;0;0.080507;0.27778;0.18896;0.45655;0.48077;0.61502;0.46909;0.30423;0.45089;0.61913;0.37342;0.18996;0.087153;0.094457;0.50657;0.57677;0.72222;0.012731;0.0044579;0.57224;0.05796;0.47697;0.34675;0.75716;0.55053;0.071147;0.64555;0.29997;0.19419;0.70222;0.56444;0.67464;0.071379;0.72222;0.58976;0.62222;0.45681;0.6;0.77314;0.2362;0.31995;0.58214;0.69167,1.0411;1.06;1.0008;0.98885;0.99657;0.99978;0.99022;0.98982;1.0352;1.01;1.0053;0.99198;1.0058;1.0003;1.005;1.022;1.0179;1.0096;1.0462;0.9889;1.0249;1.0462;1.041;1.0284;1.0551;1.0416;1.0234;1.0447;1.0462;1.0499;0.982;0.9841;0.9972;1.0123;1.0494;1.0636;1.0275;1.0265;1.03,0,6254.23,0,0,paper_confirmed_exponential_sum,diagnostic_stage_vector_reconstruction
3,10,1,0,0,0,0.4827;0.18936;0;0.080507;0.27778;0.18896;0.45655;0.48077;0.61502;0.46909;0.30423;0.45089;0.61913;0.37342;0.18996;0.087153;0.094457;0.50657;0.57677;0.72222;0.012731;0.0044579;0.57224;0.05796;0.47697;0.34675;0.75716;0.55053;0.071147;0.64555;0.29997;0.19419;0.70222;0.56444;0.67464;0.071379;0.72222;0.58976;0.62222;0.45681;0.6;0.77314;0.2362;0.31995;0.58214;0.69167,1.0411;1.06;1.0008;0.98885;0.99657;0.99978;0.99022;0.98982;1.0352;1.01;1.0053;0.99198;1.0058;1.0003;1.005;1.022;1.0179;1.0096;1.0462;0.9889;1.0249;1.0462;1.041;1.0284;1.0551;1.0416;1.0234;1.0447;1.0462;1.0499;0.982;0.9841;0.9972;1.0123;1.0494;1.0636;1.0275;1.0265;1.03,0,6254.23,0,0,paper_confirmed_exponential_sum,diagnostic_stage_vector_reconstruction
3,11,1,0,0,0,0.4827;0.18936;0;0.080507;0.27778;0.18896;0.45655;0.48077;0.61502;0.46909;0.30423;0.45089;0.61913;0.37342;0.18996;0.087153;0.094457;0.50657;0.57677;0.72222;0.012731;0.0044579;0.57224;0.05796;0.47697;0.34675;0.75716;0.55053;0.071147;0.64555;0.29997;0.19419;0.70222;0.56444;0.67464;0.071379;0.72222;0.58976;0.62222;0.45681;0.6;0.77314;0.2362;0.31995;0.58214;0.69167,1.0411;1.06;1.0008;0.98885;0.99657;0.99978;0.99022;0.98982;1.0352;1.01;1.0053;0.99198;1.0058;1.0003;1.005;1.022;1.0179;1.0096;1.0462;0.9889;1.0249;1.0462;1.041;1.0284;1.0551;1.0416;1.0234;1.0447;1.0462;1.0499;0.982;0.9841;0.9972;1.0123;1.0494;1.0636;1.0275;1.0265;1.03,0,6254.23,0,0,paper_confirmed_exponential_sum,diagnostic_stage_vector_reconstruction
3,12,1,0,0,0,0.4827;0.18936;0;0.080507;0.27778;0.18896;0.45655;0.48077;0.61502;0.46909;0.30423;0.45089;0.61913;0.37342;0.18996;0.087153;0.094457;0.50657;0.57677;0.72222;0.012731;0.0044579;0.57224;0.05796;0.47697;0.34675;0.75716;0.55053;0.071147;0.64555;0.29997;0.19419;0.70222;0.56444;0.67464;0.071379;0.72222;0.58976;0.62222;0.45681;0.6;0.77314;0.2362;0.31995;0.58214;0.69167,1.0411;1.06;1.0008;0.98885;0.99657;0.99978;0.99022;0.98982;1.0352;1.01;1.0053;0.99198;1.0058;1.0003;1.005;1.022;1.0179;1.0096;1.0462;0.9889;1.0249;1.0462;1.041;1.0284;1.0551;1.0416;1.0234;1.0447;1.0462;1.0499;0.982;0.9841;0.9972;1.0123;1.0494;1.0636;1.0275;1.0265;1.03,0,6254.23,0,0,paper_confirmed_exponential_sum,diagnostic_stage_vector_reconstruction
3,13,1,0,0,0,0.4827;0.18936;0;0.080507;0.27778;0.18896;0.45655;0.48077;0.61502;0.46909;0.30423;0.45089;0.61913;0.37342;0.18996;0.087153;0.094457;0.50657;0.57677;0.72222;0.012731;0.0044579;0.57224;0.05796;0.47697;0.34675;0.75716;0.55053;0.071147;0.64555;0.29997;0.19419;0.70222;0.56444;0.67464;0.071379;0.72222;0.58976;0.62222;0.45681;0.6;0.77314;0.2362;0.31995;0.58214;0.69167,1.0411;1.06;1.0008;0.98885;0.99657;0.99978;0.99022;0.98982;1.0352;1.01;1.0053;0.99198;1.0058;1.0003;1.005;1.022;1.0179;1.0096;1.0462;0.9889;1.0249;1.0462;1.041;1.0284;1.0551;1.0416;1.0234;1.0447;1.0462;1.0499;0.982;0.9841;0.9972;1.0123;1.0494;1.0636;1.0275;1.0265;1.03,0,6254.23,0,0,paper_confirmed_exponential_sum,diagnostic_stage_vector_reconstruction
3,14,1,0,0,0,0.4827;0.18936;0;0.080507;0.27778;0.18896;0.45655;0.48077;0.61502;0.46909;0.30423;0.45089;0.61913;0.37342;0.18996;0.087153;0.094457;0.50657;0.57677;0.72222;0.012731;0.0044579;0.57224;0.05796;0.47697;0.34675;0.75716;0.55053;0.071147;0.64555;0.29997;0.19419;0.70222;0.56444;0.67464;0.071379;0.72222;0.58976;0.62222;0.45681;0.6;0.77314;0.2362;0.31995;0.58214;0.69167,1.0411;1.06;1.0008;0.98885;0.99657;0.99978;0.99022;0.98982;1.0352;1.01;1.0053;0.99198;1.0058;1.0003;1.005;1.022;1.0179;1.0096;1.0462;0.9889;1.0249;1.0462;1.041;1.0284;1.0551;1.0416;1.0234;1.0447;1.0462;1.0499;0.982;0.9841;0.9972;1.0123;1.0494;1.0636;1.0275;1.0265;1.03,0,6254.23,0,0,paper_confirmed_exponential_sum,diagnostic_stage_vector_reconstruction
3,15,1,0,0,0,0.4827;0.18936;0;0.080507;0.27778;0.18896;0.45655;0.48077;0.61502;0.46909;0.30423;0.45089;0.61913;0.37342;0.18996;0.087153;0.094457;0.50657;0.57677;0.72222;0.012731;0.0044579;0.57224;0.05796;0.47697;0.34675;0.75716;0.55053;0.071147;0.64555;0.29997;0.19419;0.70222;0.56444;0.67464;0.071379;0.72222;0.58976;0.62222;0.45681;0.6;0.77314;0.2362;0.31995;0.58214;0.69167,1.0411;1.06;1.0008;0.98885;0.99657;0.99978;0.99022;0.98982;1.0352;1.01;1.0053;0.99198;1.0058;1.0003;1.005;1.022;1.0179;1.0096;1.0462;0.9889;1.0249;1.0462;1.041;1.0284;1.0551;1.0416;1.0234;1.0447;1.0462;1.0499;0.982;0.9841;0.9972;1.0123;1.0494;1.0636;1.0275;1.0265;1.03,0,6254.23,0,0,paper_confirmed_exponential_sum,diagnostic_stage_vector_reconstruction
3,16,1,0,0,0,0.4827;0.18936;0;0.080507;0.27778;0.18896;0.45655;0.48077;0.61502;0.46909;0.30423;0.45089;0.61913;0.37342;0.18996;0.087153;0.094457;0.50657;0.57677;0.72222;0.012731;0.0044579;0.57224;0.05796;0.47697;0.34675;0.75716;0.55053;0.071147;0.64555;0.29997;0.19419;0.70222;0.56444;0.67464;0.071379;0.72222;0.58976;0.62222;0.45681;0.6;0.77314;0.2362;0.31995;0.58214;0.69167,1.0411;1.06;1.0008;0.98885;0.99657;0.99978;0.99022;0.98982;1.0352;1.01;1.0053;0.99198;1.0058;1.0003;1.005;1.022;1.0179;1.0096;1.0462;0.9889;1.0249;1.0462;1.041;1.0284;1.0551;1.0416;1.0234;1.0447;1.0462;1.0499;0.982;0.9841;0.9972;1.0123;1.0494;1.0636;1.0275;1.0265;1.03,0,6254.23,0,0,paper_confirmed_exponential_sum,diagnostic_stage_vector_reconstruction
3,17,1,0,0,0,0.4827;0.18936;0;0.080507;0.27778;0.18896;0.45655;0.48077;0.61502;0.46909;0.30423;0.45089;0.61913;0.37342;0.18996;0.087153;0.094457;0.50657;0.57677;0.72222;0.012731;0.0044579;0.57224;0.05796;0.47697;0.34675;0.75716;0.55053;0.071147;0.64555;0.29997;0.19419;0.70222;0.56444;0.67464;0.071379;0.72222;0.58976;0.62222;0.45681;0.6;0.77314;0.2362;0.31995;0.58214;0.69167,1.0411;1.06;1.0008;0.98885;0.99657;0.99978;0.99022;0.98982;1.0352;1.01;1.0053;0.99198;1.0058;1.0003;1.005;1.022;1.0179;1.0096;1.0462;0.9889;1.0249;1.0462;1.041;1.0284;1.0551;1.0416;1.0234;1.0447;1.0462;1.0499;0.982;0.9841;0.9972;1.0123;1.0494;1.0636;1.0275;1.0265;1.03,0,6254.23,0,0,paper_confirmed_exponential_sum,diagnostic_stage_vector_reconstruction
3,18,1,0,0,0,0.4827;0.18936;0;0.080507;0.27778;0.18896;0.45655;0.48077;0.61502;0.46909;0.30423;0.45089;0.61913;0.37342;0.18996;0.087153;0.094457;0.50657;0.57677;0.72222;0.012731;0.0044579;0.57224;0.05796;0.47697;0.34675;0.75716;0.55053;0.071147;0.64555;0.29997;0.19419;0.70222;0.56444;0.67464;0.071379;0.72222;0.58976;0.62222;0.45681;0.6;0.77314;0.2362;0.31995;0.58214;0.69167,1.0411;1.06;1.0008;0.98885;0.99657;0.99978;0.99022;0.98982;1.0352;1.01;1.0053;0.99198;1.0058;1.0003;1.005;1.022;1.0179;1.0096;1.0462;0.9889;1.0249;1.0462;1.041;1.0284;1.0551;1.0416;1.0234;1.0447;1.0462;1.0499;0.982;0.9841;0.9972;1.0123;1.0494;1.0636;1.0275;1.0265;1.03,0,6254.23,0,0,paper_confirmed_exponential_sum,diagnostic_stage_vector_reconstruction
3,19,1,0,0,0,0.4827;0.18936;0;0.080507;0.27778;0.18896;0.45655;0.48077;0.61502;0.46909;0.30423;0.45089;0.61913;0.37342;0.18996;0.087153;0.094457;0.50657;0.57677;0.72222;0.012731;0.0044579;0.57224;0.05796;0.47697;0.34675;0.75716;0.55053;0.071147;0.64555;0.29997;0.19419;0.70222;0.56444;0.67464;0.071379;0.72222;0.58976;0.62222;0.45681;0.6;0.77314;0.2362;0.31995;0.58214;0.69167,1.0411;1.06;1.0008;0.98885;0.99657;0.99978;0.99022;0.98982;1.0352;1.01;1.0053;0.99198;1.0058;1.0003;1.005;1.022;1.0179;1.0096;1.0462;0.9889;1.0249;1.0462;1.041;1.0284;1.0551;1.0416;1.0234;1.0447;1.0462;1.0499;0.982;0.9841;0.9972;1.0123;1.0494;1.0636;1.0275;1.0265;1.03,0,6254.23,0,0,paper_confirmed_exponential_sum,diagnostic_stage_vector_reconstruction
3,20,1,0,0,0,0.4827;0.18936;0;0.080507;0.27778;0.18896;0.45655;0.48077;0.61502;0.46909;0.30423;0.45089;0.61913;0.37342;0.18996;0.087153;0.094457;0.50657;0.57677;0.72222;0.012731;0.0044579;0.57224;0.05796;0.47697;0.34675;0.75716;0.55053;0.071147;0.64555;0.29997;0.19419;0.70222;0.56444;0.67464;0.071379;0.72222;0.58976;0.62222;0.45681;0.6;0.77314;0.2362;0.31995;0.58214;0.69167,1.0411;1.06;1.0008;0.98885;0.99657;0.99978;0.99022;0.98982;1.0352;1.01;1.0053;0.99198;1.0058;1.0003;1.005;1.022;1.0179;1.0096;1.0462;0.9889;1.0249;1.0462;1.041;1.0284;1.0551;1.0416;1.0234;1.0447;1.0462;1.0499;0.982;0.9841;0.9972;1.0123;1.0494;1.0636;1.0275;1.0265;1.03,0,6254.23,0,0,paper_confirmed_exponential_sum,diagnostic_stage_vector_reconstruction
4,1,1,0,0,0,0.24235;0.04713;0.20918;0;0.27778;0.0041318;0.44076;0.32071;0.61355;0.4561;0.39367;0.51991;0.71941;0.37264;0.25864;0.070946;0.063278;0.57991;0.50343;0.72222;0.0042705;0.012917;0.49206;0.020512;0.55573;0.26844;0.75726;0.55066;0.071176;0.63222;0.36507;0.19415;0.70222;0.56444;0.67466;0.071337;0.72222;0.58974;0.62222;0.52386;0.6;0.83894;0.23623;0.31991;0.58217;0.69167,1.0421;1.0541;1.0316;1.0039;1.0052;1.0074;0.99754;0.997;1.0378;1.0171;1.0126;1;1.0141;1.0112;1.0139;1.0299;1.0297;1.0288;1.0491;0.99049;1.0305;1.0492;1.0441;1.0356;1.0409;1.0395;1.0274;1.0436;1.0455;1.0499;0.982;0.9841;0.9972;1.0123;1.0494;1.0636;1.0275;1.0265;1.03,0,6254.23,0,0,paper_confirmed_exponential_sum,diagnostic_stage_vector_reconstruction
4,2,1,0,0,0,0.24235;0.04713;0.20918;0;0.27778;0.0041318;0.44076;0.32071;0.61355;0.4561;0.39367;0.51991;0.71941;0.37264;0.25864;0.070946;0.063278;0.57991;0.50343;0.72222;0.0042705;0.012917;0.49206;0.020512;0.55573;0.26844;0.75726;0.55066;0.071176;0.63222;0.36507;0.19415;0.70222;0.56444;0.67466;0.071337;0.72222;0.58974;0.62222;0.52386;0.6;0.83894;0.23623;0.31991;0.58217;0.69167,1.0421;1.0541;1.0316;1.0039;1.0052;1.0074;0.99754;0.997;1.0378;1.0171;1.0126;1;1.0141;1.0112;1.0139;1.0299;1.0297;1.0288;1.0491;0.99049;1.0305;1.0492;1.0441;1.0356;1.0409;1.0395;1.0274;1.0436;1.0455;1.0499;0.982;0.9841;0.9972;1.0123;1.0494;1.0636;1.0275;1.0265;1.03,0,6254.23,0,0,paper_confirmed_exponential_sum,diagnostic_stage_vector_reconstruction
4,3,1,0,0,0,0.24235;0.04713;0.20918;0;0.27778;0.0041318;0.44076;0.32071;0.61355;0.4561;0.39367;0.51991;0.71941;0.37264;0.25864;0.070946;0.063278;0.57991;0.50343;0.72222;0.0042705;0.012917;0.49206;0.020512;0.55573;0.26844;0.75726;0.55066;0.071176;0.63222;0.36507;0.19415;0.70222;0.56444;0.67466;0.071337;0.72222;0.58974;0.62222;0.52386;0.6;0.83894;0.23623;0.31991;0.58217;0.69167,1.0421;1.0541;1.0316;1.0039;1.0052;1.0074;0.99754;0.997;1.0378;1.0171;1.0126;1;1.0141;1.0112;1.0139;1.0299;1.0297;1.0288;1.0491;0.99049;1.0305;1.0492;1.0441;1.0356;1.0409;1.0395;1.0274;1.0436;1.0455;1.0499;0.982;0.9841;0.9972;1.0123;1.0494;1.0636;1.0275;1.0265;1.03,0,6254.23,0,0,paper_confirmed_exponential_sum,diagnostic_stage_vector_reconstruction
4,4,1,0,0,0,0.24235;0.04713;0.20918;0;0.27778;0.0041318;0.44076;0.32071;0.61355;0.4561;0.39367;0.51991;0.71941;0.37264;0.25864;0.070946;0.063278;0.57991;0.50343;0.72222;0.0042705;0.012917;0.49206;0.020512;0.55573;0.26844;0.75726;0.55066;0.071176;0.63222;0.36507;0.19415;0.70222;0.56444;0.67466;0.071337;0.72222;0.58974;0.62222;0.52386;0.6;0.83894;0.23623;0.31991;0.58217;0.69167,1.0421;1.0541;1.0316;1.0039;1.0052;1.0074;0.99754;0.997;1.0378;1.0171;1.0126;1;1.0141;1.0112;1.0139;1.0299;1.0297;1.0288;1.0491;0.99049;1.0305;1.0492;1.0441;1.0356;1.0409;1.0395;1.0274;1.0436;1.0455;1.0499;0.982;0.9841;0.9972;1.0123;1.0494;1.0636;1.0275;1.0265;1.03,0,6254.23,0,0,paper_confirmed_exponential_sum,diagnostic_stage_vector_reconstruction
4,4,2,0,0,0,0.21785;0.032562;0.23858;0;0.27778;0.015656;0.39298;0.55583;0.35113;0.56954;0.38772;0.54289;0.31136;0.73417;0.28139;0.087627;0.079465;0.21996;0.21982;0;0.034622;0.017493;0.2342;0.059045;0.59493;0.22858;0.75711;0.55047;0.071131;0.59224;0.36487;0.1942;0.70222;0.56444;0.67462;0.071397;0.72222;0.58977;0.62222;0.52384;0.6;0.83885;0.23632;0.3198;0.58227;0.69167,1.0393;1.0463;1.0158;0.97247;0.96772;0.96856;0.9607;0.96147;1.023;0.96987;0.96844;0.95519;0.97103;0.97774;0.99556;1.0186;1.0183;1.0157;1.045;0.98823;1.0226;1.0449;1.0397;1.0254;1.0385;1.0341;1.0191;1.0408;1.0436;1.0499;0.982;0.9841;0.9972;1.0123;1.0494;1.0636;1.0275;1.0265;1.03,0,6254.23,0,0,paper_confirmed_exponential_sum,diagnostic_stage_vector_reconstruction
4,5,1,0,0,0,0.24235;0.04713;0.20918;0;0.27778;0.0041318;0.44076;0.32071;0.61355;0.4561;0.39367;0.51991;0.71941;0.37264;0.25864;0.070946;0.063278;0.57991;0.50343;0.72222;0.0042705;0.012917;0.49206;0.020512;0.55573;0.26844;0.75726;0.55066;0.071176;0.63222;0.36507;0.19415;0.70222;0.56444;0.67466;0.071337;0.72222;0.58974;0.62222;0.52386;0.6;0.83894;0.23623;0.31991;0.58217;0.69167,1.0421;1.0541;1.0316;1.0039;1.0052;1.0074;0.99754;0.997;1.0378;1.0171;1.0126;1;1.0141;1.0112;1.0139;1.0299;1.0297;1.0288;1.0491;0.99049;1.0305;1.0492;1.0441;1.0356;1.0409;1.0395;1.0274;1.0436;1.0455;1.0499;0.982;0.9841;0.9972;1.0123;1.0494;1.0636;1.0275;1.0265;1.03,0,6254.23,0,0,paper_confirmed_exponential_sum,diagnostic_stage_vector_reconstruction
4,5,2,0,0,0,0.24597;0.049267;0.20483;0;0.27778;0;0.44077;0.32405;0.61358;0.4566;0.39207;0.51933;0.71882;0.37285;0.25803;0.068706;0.060911;0.57949;0.50385;0.72222;0.0042927;0.012897;0.49247;0.020278;0.55574;0.26846;0.75727;0.55067;0.071178;0.63227;0.36514;0.19415;0.70222;0.56444;0.67467;0.071334;0.72222;0.58974;0.62222;0.52386;0.6;0.83896;0.23619;0.31996;0.58213;0.69167,1.0455;1.063;1.0497;0.98017;0.991;0.99478;0.9849;0.98445;1.0326;1.0067;1.0014;0.98826;1.0025;0.99693;1.0099;1.0305;1.0349;1.0389;1.0494;0.9906;1.0309;1.0494;1.0443;1.0361;1.0419;1.042;1.0312;1.0449;1.0464;1.0499;0.982;0.9841;0.9972;1.0123;1.0494;1.0636;1.0275;1.0265;1.03,0,6254.23,0,0,paper_confirmed_exponential_sum,diagnostic_stage_vector_reconstruction
4,5,3,0,0,0,0.053509;0.065662;0.43579;0;0.27778;0;0.20989;0.67044;0.19879;0.66292;0.43543;0.60605;0.22671;0.68462;0.34413;0.19764;0.18883;0.2201;0.86323;0.72222;0.046146;0.02901;0.88548;0.71545;0.17598;0.075053;0.75721;0.065862;0.36906;0.43907;0.3651;0.19417;0.70222;0.56444;0.34927;0.55942;0.72222;0.14584;0;0.52386;0.6;0.83895;0.23621;0.31993;0.58215;0.69167,1.0467;1.0628;1.0486;0.96013;0.96946;0.97332;0.96355;0.96345;1.0224;0.99101;0.9839;0.97071;0.98582;0.97951;1.0006;1.0261;1.0321;1.037;1.0477;0.98971;1.0288;1.0465;1.0379;1.0324;1.0414;1.0407;1.0292;1.0442;1.0459;1.0499;0.982;0.9841;0.9972;1.0123;1.0494;1.0636;1.0275;1.0265;1.03,0,6254.23,0,0,paper_confirmed_exponential_sum,diagnostic_stage_vector_reconstruction
4,5,4,0,0,0,0.05197;0.066576;0.43764;0;0.27778;0;0.20814;0.67179;0.19717;0.66393;0.43586;0.60668;0.22489;0.68609;0.34475;0.19868;0.18985;0.21876;0.86458;0.72222;0.046282;0.029145;0.88692;0.71822;0.17872;0.077673;0.75717;0.065769;0.36901;0.43764;0.36108;0.19418;0.70222;0.56444;0.34923;0.55949;0.72222;0.1459;0;0.52381;0.6;0.83499;0;0.55771;0.34427;0.69167,1.0461;1.0613;1.0455;0.95889;0.9685;0.97241;0.96265;0.96257;1.022;0.99008;0.98297;0.96967;0.98473;0.97802;0.99793;1.0229;1.0269;1.0326;1.0466;0.98909;1.0264;1.0451;1.0361;1.0295;1.0346;1.0252;1.0183;1.0319;1.0373;1.0499;0.982;0.9841;0.9972;1.0123;1.0494;1.0636;1.0275;1.0265;1.03,0,6254.23,0,0,paper_confirmed_exponential_sum,diagnostic_stage_vector_reconstruction
4,6,1,0,0,0,0.24235;0.04713;0.20918;0;0.27778;0.0041318;0.44076;0.32071;0.61355;0.4561;0.39367;0.51991;0.71941;0.37264;0.25864;0.070946;0.063278;0.57991;0.50343;0.72222;0.0042705;0.012917;0.49206;0.020512;0.55573;0.26844;0.75726;0.55066;0.071176;0.63222;0.36507;0.19415;0.70222;0.56444;0.67466;0.071337;0.72222;0.58974;0.62222;0.52386;0.6;0.83894;0.23623;0.31991;0.58217;0.69167,1.0421;1.0541;1.0316;1.0039;1.0052;1.0074;0.99754;0.997;1.0378;1.0171;1.0126;1;1.0141;1.0112;1.0139;1.0299;1.0297;1.0288;1.0491;0.99049;1.0305;1.0492;1.0441;1.0356;1.0409;1.0395;1.0274;1.0436;1.0455;1.0499;0.982;0.9841;0.9972;1.0123;1.0494;1.0636;1.0275;1.0265;1.03,0,6254.23,0,0,paper_confirmed_exponential_sum,diagnostic_stage_vector_reconstruction
4,7,1,0,0,0,0.24235;0.04713;0.20918;0;0.27778;0.0041318;0.44076;0.32071;0.61355;0.4561;0.39367;0.51991;0.71941;0.37264;0.25864;0.070946;0.063278;0.57991;0.50343;0.72222;0.0042705;0.012917;0.49206;0.020512;0.55573;0.26844;0.75726;0.55066;0.071176;0.63222;0.36507;0.19415;0.70222;0.56444;0.67466;0.071337;0.72222;0.58974;0.62222;0.52386;0.6;0.83894;0.23623;0.31991;0.58217;0.69167,1.0421;1.0541;1.0316;1.0039;1.0052;1.0074;0.99754;0.997;1.0378;1.0171;1.0126;1;1.0141;1.0112;1.0139;1.0299;1.0297;1.0288;1.0491;0.99049;1.0305;1.0492;1.0441;1.0356;1.0409;1.0395;1.0274;1.0436;1.0455;1.0499;0.982;0.9841;0.9972;1.0123;1.0494;1.0636;1.0275;1.0265;1.03,0,6254.23,0,0,paper_confirmed_exponential_sum,diagnostic_stage_vector_reconstruction
4,8,1,0,0,0,0.24235;0.04713;0.20918;0;0.27778;0.0041318;0.44076;0.32071;0.61355;0.4561;0.39367;0.51991;0.71941;0.37264;0.25864;0.070946;0.063278;0.57991;0.50343;0.72222;0.0042705;0.012917;0.49206;0.020512;0.55573;0.26844;0.75726;0.55066;0.071176;0.63222;0.36507;0.19415;0.70222;0.56444;0.67466;0.071337;0.72222;0.58974;0.62222;0.52386;0.6;0.83894;0.23623;0.31991;0.58217;0.69167,1.0421;1.0541;1.0316;1.0039;1.0052;1.0074;0.99754;0.997;1.0378;1.0171;1.0126;1;1.0141;1.0112;1.0139;1.0299;1.0297;1.0288;1.0491;0.99049;1.0305;1.0492;1.0441;1.0356;1.0409;1.0395;1.0274;1.0436;1.0455;1.0499;0.982;0.9841;0.9972;1.0123;1.0494;1.0636;1.0275;1.0265;1.03,0,6254.23,0,0,paper_confirmed_exponential_sum,diagnostic_stage_vector_reconstruction
4,9,1,0,0,0,0.24235;0.04713;0.20918;0;0.27778;0.0041318;0.44076;0.32071;0.61355;0.4561;0.39367;0.51991;0.71941;0.37264;0.25864;0.070946;0.063278;0.57991;0.50343;0.72222;0.0042705;0.012917;0.49206;0.020512;0.55573;0.26844;0.75726;0.55066;0.071176;0.63222;0.36507;0.19415;0.70222;0.56444;0.67466;0.071337;0.72222;0.58974;0.62222;0.52386;0.6;0.83894;0.23623;0.31991;0.58217;0.69167,1.0421;1.0541;1.0316;1.0039;1.0052;1.0074;0.99754;0.997;1.0378;1.0171;1.0126;1;1.0141;1.0112;1.0139;1.0299;1.0297;1.0288;1.0491;0.99049;1.0305;1.0492;1.0441;1.0356;1.0409;1.0395;1.0274;1.0436;1.0455;1.0499;0.982;0.9841;0.9972;1.0123;1.0494;1.0636;1.0275;1.0265;1.03,0,6254.23,0,0,paper_confirmed_exponential_sum,diagnostic_stage_vector_reconstruction
4,10,1,0,0,0,0.24235;0.04713;0.20918;0;0.27778;0.0041318;0.44076;0.32071;0.61355;0.4561;0.39367;0.51991;0.71941;0.37264;0.25864;0.070946;0.063278;0.57991;0.50343;0.72222;0.0042705;0.012917;0.49206;0.020512;0.55573;0.26844;0.75726;0.55066;0.071176;0.63222;0.36507;0.19415;0.70222;0.56444;0.67466;0.071337;0.72222;0.58974;0.62222;0.52386;0.6;0.83894;0.23623;0.31991;0.58217;0.69167,1.0421;1.0541;1.0316;1.0039;1.0052;1.0074;0.99754;0.997;1.0378;1.0171;1.0126;1;1.0141;1.0112;1.0139;1.0299;1.0297;1.0288;1.0491;0.99049;1.0305;1.0492;1.0441;1.0356;1.0409;1.0395;1.0274;1.0436;1.0455;1.0499;0.982;0.9841;0.9972;1.0123;1.0494;1.0636;1.0275;1.0265;1.03,0,6254.23,0,0,paper_confirmed_exponential_sum,diagnostic_stage_vector_reconstruction
4,11,1,0,0,0,0.24235;0.04713;0.20918;0;0.27778;0.0041318;0.44076;0.32071;0.61355;0.4561;0.39367;0.51991;0.71941;0.37264;0.25864;0.070946;0.063278;0.57991;0.50343;0.72222;0.0042705;0.012917;0.49206;0.020512;0.55573;0.26844;0.75726;0.55066;0.071176;0.63222;0.36507;0.19415;0.70222;0.56444;0.67466;0.071337;0.72222;0.58974;0.62222;0.52386;0.6;0.83894;0.23623;0.31991;0.58217;0.69167,1.0421;1.0541;1.0316;1.0039;1.0052;1.0074;0.99754;0.997;1.0378;1.0171;1.0126;1;1.0141;1.0112;1.0139;1.0299;1.0297;1.0288;1.0491;0.99049;1.0305;1.0492;1.0441;1.0356;1.0409;1.0395;1.0274;1.0436;1.0455;1.0499;0.982;0.9841;0.9972;1.0123;1.0494;1.0636;1.0275;1.0265;1.03,0,6254.23,0,0,paper_confirmed_exponential_sum,diagnostic_stage_vector_reconstruction
4,12,1,0,0,0,0.24235;0.04713;0.20918;0;0.27778;0.0041318;0.44076;0.32071;0.61355;0.4561;0.39367;0.51991;0.71941;0.37264;0.25864;0.070946;0.063278;0.57991;0.50343;0.72222;0.0042705;0.012917;0.49206;0.020512;0.55573;0.26844;0.75726;0.55066;0.071176;0.63222;0.36507;0.19415;0.70222;0.56444;0.67466;0.071337;0.72222;0.58974;0.62222;0.52386;0.6;0.83894;0.23623;0.31991;0.58217;0.69167,1.0421;1.0541;1.0316;1.0039;1.0052;1.0074;0.99754;0.997;1.0378;1.0171;1.0126;1;1.0141;1.0112;1.0139;1.0299;1.0297;1.0288;1.0491;0.99049;1.0305;1.0492;1.0441;1.0356;1.0409;1.0395;1.0274;1.0436;1.0455;1.0499;0.982;0.9841;0.9972;1.0123;1.0494;1.0636;1.0275;1.0265;1.03,0,6254.23,0,0,paper_confirmed_exponential_sum,diagnostic_stage_vector_reconstruction
