parameter_set_id,metric_name,initial_branch,tail_count_11_28,tail_count_12_00,delta_tail_risk_mean,delta_chain_probability,delta_severity,delta_candidate_probability,delta_line_loading,probability_component_driver,severity_component_driver,dominant_tail_driver,recommended_fix,note
benchmark_calibrated_seed,CRI,11,9,10,0.35712218210229,0.152634230215437,-0.0439653533911457,-2.16840434497101e-19,0.00662791770272436,component_fields_missing,line_overload_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
low_hidden_failure,SNVOR,10,3,NaN,NaN,NaN,NaN,2.16840434497101e-19,-0.0340001052528512,component_fields_missing,mixed_severity_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
low_hidden_failure,SNVOR,13,NaN,2,NaN,NaN,NaN,0.103503587152922,-0.0244683206622256,component_fields_missing,mixed_severity_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
low_hidden_failure,SNVOR,14,9,3,0.295835569776076,0.0130690518253492,0.143434274232823,-0.0015004905853449,0.0185499483626139,component_fields_missing,load_shed_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
low_hidden_failure,SNVOR,19,NaN,8,NaN,NaN,NaN,0.0162801585772407,-0.0159124295001836,component_fields_missing,mixed_severity_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
low_hidden_failure,SNVOR,20,NaN,3,NaN,NaN,NaN,-0.103322772969415,-0.0121297597057909,component_fields_missing,mixed_severity_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
low_hidden_failure,SNVOR,28,NaN,5,NaN,NaN,NaN,-0.0131502250604641,0.00478287903954455,component_fields_missing,mixed_severity_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
low_hidden_failure,SNVOR,42,5,2,-0.108144848134498,-0.032375468048794,0.05572717197196,-0.148136324712695,0.0048263700913912,component_fields_missing,mixed_severity_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
low_hidden_failure,SNVOR,46,6,NaN,NaN,NaN,NaN,-3.25260651745651e-19,-0.0168244209999904,component_fields_missing,line_overload_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
medium_hidden_failure,CRI,11,9,10,0.35712218210229,0.152634230215437,-0.0439653533911457,-2.16840434497101e-19,0.00662791770272436,component_fields_missing,line_overload_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
medium_hidden_failure,CRI,14,6,4,0.0501916809102601,0.00130379443870199,0.0269920279300047,0.0587756302045855,0.0248225046428995,component_fields_missing,mixed_severity_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
medium_hidden_failure,CRI,19,4,5,3.61959519659172,0.377802201906815,0.0359537742964759,0.0123981264309123,-0.0131017183705301,component_fields_missing,mixed_severity_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
medium_hidden_failure,CRI,28,NaN,5,NaN,NaN,NaN,-2.16840434497101e-19,-0.0118625807929205,component_fields_missing,mixed_severity_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
medium_hidden_failure,CRI,42,4,3,0.269247889088883,0.054435288722943,-0.0362562793837051,-0.0540148852985339,0.0137774898358838,component_fields_missing,mixed_severity_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
medium_hidden_failure,SLFOR,1,1,NaN,NaN,NaN,NaN,-0.119407166865007,0.0380828462399647,component_fields_missing,mixed_severity_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
medium_hidden_failure,SLFOR,11,9,10,0.31855854486415,0.152634230215437,-0.21982676695573,-4.33680868994202e-19,0.00662791770272436,component_fields_missing,line_overload_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
medium_hidden_failure,SLFOR,13,NaN,5,NaN,NaN,NaN,0.0839697227500421,-0.0351031732982585,component_fields_missing,mixed_severity_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
medium_hidden_failure,SLFOR,14,6,4,0.16479419740646,0.00130379443870199,0.0892866425398502,0.0334226909977849,0.0248225046428995,component_fields_missing,mixed_severity_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
medium_hidden_failure,SLFOR,19,4,5,5.75592158806729,0.377802201906815,0.0519880634048797,0.0570879273924936,-0.0131017183705301,component_fields_missing,mixed_severity_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
medium_hidden_failure,SLFOR,42,3,NaN,NaN,NaN,NaN,-0.0212008400550033,0.0137774898358838,component_fields_missing,mixed_severity_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
medium_hidden_failure,SLLR,10,2,NaN,NaN,NaN,NaN,0,-0.0132574442172593,component_fields_missing,load_shed_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
medium_hidden_failure,SLLR,11,9,10,0.48901745521577,0.152634230215437,0,-2.16840434497101e-19,0.00662791770272436,component_fields_missing,line_overload_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
medium_hidden_failure,SLLR,14,7,NaN,NaN,NaN,NaN,-0.0771210176982644,0.0248225046428995,component_fields_missing,mixed_severity_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
medium_hidden_failure,SLLR,20,3,2,0.57340799109354,0.10369041430263,0,-0.127504339110289,-0.0047101622607042,component_fields_missing,mixed_severity_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
medium_hidden_failure,SLLR,23,NaN,8,NaN,NaN,NaN,0.0553070425192612,-0.0233278239396318,component_fields_missing,mixed_severity_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
medium_hidden_failure,SLLR,28,NaN,5,NaN,NaN,NaN,-2.16840434497101e-19,-0.0118625807929205,component_fields_missing,mixed_severity_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
medium_hidden_failure,SLLR,42,4,3,0.729668341194257,0.054435288722943,0.287094094716696,-0.042880276990584,0.0137774898358838,component_fields_missing,mixed_severity_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
medium_hidden_failure,SLLR,46,3,NaN,NaN,NaN,NaN,-2.16840434497101e-19,-0.0176333259667887,component_fields_missing,line_overload_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
medium_hidden_failure,SNVOR,1,1,NaN,NaN,NaN,NaN,-0.0709150874048153,0.0380828462399647,component_fields_missing,mixed_severity_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
medium_hidden_failure,SNVOR,10,2,NaN,NaN,NaN,NaN,-2.16840434497101e-19,-0.0132574442172593,component_fields_missing,load_shed_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
medium_hidden_failure,SNVOR,13,NaN,5,NaN,NaN,NaN,0.0635036736918795,-0.0351031732982585,component_fields_missing,mixed_severity_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
medium_hidden_failure,SNVOR,14,7,4,0.315420868824883,0.0145110758485208,0.171365924839301,0.0297523523059292,0.0248225046428995,component_fields_missing,mixed_severity_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
medium_hidden_failure,SNVOR,19,4,5,9.8285124381414,0.377802201906815,0.1277808080775,0.115247149503239,-0.0131017183705301,component_fields_missing,mixed_severity_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
medium_hidden_failure,SNVOR,20,3,2,0.57340799109354,0.10369041430263,0,-0.0682953218214999,-0.0047101622607042,component_fields_missing,mixed_severity_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
medium_hidden_failure,SNVOR,28,NaN,5,NaN,NaN,NaN,-0.0118860588753215,-0.0118625807929205,component_fields_missing,mixed_severity_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
medium_hidden_failure,SNVOR,42,4,3,0.620442535923985,0.054435288722943,0.20897689489485,-0.0773093660745152,0.0137774898358838,component_fields_missing,mixed_severity_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
medium_hidden_failure,SNVOR,46,3,NaN,NaN,NaN,NaN,0,-0.0176333259667887,component_fields_missing,line_overload_increase,insufficient_component_fields,run_wind_speed_only_more_trials_with_component_logging,Tail probability/severity driver attribution from existing after-curve-fix outputs; diagnostic only.
