parameter_set_id,scenario_id,candidate_branch,candidate_count,selected_count,mean_candidate_probability,p95_candidate_probability,max_candidate_probability,mean_P_flow,mean_P_HF_D,mean_P_HF_L,mean_P_mis_r,mean_P1,mean_P2,mean_P3,mean_P_L,mean_line_loading_pu,component_status,note
medium_hidden_failure,wind_speed_11_28,7,929,12,0.0218528642622907,0.001532132434,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.291263358889857,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_11_28,8,747,109,0.160881272839752,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.610667290739221,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_11_28,9,895,39,0.070612679082634,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.53666705531078,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_11_28,10,836,39,0.0466892552641661,0.488612022534695,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.548394976769242,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_11_28,11,875,15,0.0136621642076662,0.001662870565,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.384909438045432,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_11_28,12,843,43,0.0512377581221852,0.488056609865522,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.55151037963305,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_11_28,13,739,121,0.180419770930944,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.647847020468106,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_11_28,14,738,98,0.130932805614141,0.999732991922767,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.668668292356775,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_11_28,15,891,10,0.0122008073236618,0.001121954023,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.331774050445801,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_11_28,16,890,32,0.0373940399395421,0.0156175441149521,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.390332127953817,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_11_28,17,894,36,0.0437701557397587,0.404943829128274,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.375999801691537,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_11_28,18,730,101,0.154237069408787,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.564021203245881,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_11_28,19,683,95,0.185874745892439,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.705443721417714,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_11_28,20,722,32,0.0573729827147644,0.519287481458254,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.815449325428338,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_11_28,21,783,3,0.00678203374181571,0.001525146427,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.11403425289518,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_11_28,22,776,7,0.00488357531824824,0.001512172414,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.112992189673733,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_11_28,23,727,103,0.18428077231859,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.672512704676344,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_11_28,24,934,7,0.0161228532540261,0.001475246377,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.318428791566108,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_11_28,25,930,37,0.0570735794064263,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.528245562654903,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_11_28,26,931,8,0.0208199473562145,0.001404388306,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.403173229251463,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_11_28,27,867,132,0.177351347452144,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.825129138680299,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_11_28,28,887,11,0.0261771071613797,0.001571054473,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.545925079748142,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_11_28,29,909,14,0.0148767075227723,0.0016978006,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.210300655524309,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_11_28,30,924,24,0.0314482633981691,0.00174770065,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.33197577626928,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_11_28,31,922,29,0.0558186740775531,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.281850078835206,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_11_28,32,856,1,0.001612970515,0.001612970515,0.001612970515,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.175310804002843,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_11_28,33,821,2,0.00963445492784155,0.001123950025,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.730666863645403,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_11_28,34,830,1,0.00176644034921875,0.001123950025,0.291973873667404,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.631323519709346,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_11_28,35,856,12,0.0261048524185393,0.001611972514,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.650392633987052,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_11_28,36,850,15,0.016527414962422,0.001679836582,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.194341313723757,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_11_28,37,835,2,0.0206973284331837,0.001599996502,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.743640296432582,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_11_28,38,858,24,0.0390393611707149,0.001475246377,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.585547696896552,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_11_28,39,839,2,0.001543110445,0.001543110445,0.001543110445,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.635649334536175,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_11_28,40,867,61,0.10005513001508,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.383896728452693,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_11_28,41,874,0,0.001555086457,0.001555086457,0.001555086457,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.624870121823763,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_11_28,42,853,66,0.102426928509457,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.543645493252913,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_11_28,43,867,2,0.001575046477,0.001575046477,0.001575046477,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.196420587593439,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_11_28,44,865,0,0.00112395002499999,0.001123950025,0.001123950025,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.273555393354168,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_11_28,45,865,3,0.00155009645199999,0.001550096452,0.001550096452,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.487267474873232,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_11_28,46,858,0,0.001512172414,0.001512172414,0.001512172414,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.598930565748396,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_12_00,1,879,77,0.0943815533620034,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.528246041023106,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_12_00,2,910,25,0.028009159573244,0.001679836582,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.263741847283693,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_12_00,3,764,175,0.248992190021485,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.879591907682743,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_12_00,4,901,22,0.0318476076109343,0.001543110445,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4468121275953,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_12_00,5,908,3,0.001575046477,0.001575046477,0.001575046477,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.497375294054683,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_12_00,6,925,59,0.0642808276277768,0.940031361518217,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.423813791399504,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_12_00,7,947,17,0.0224799398022934,0.001532132434,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.308253904562921,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_12_00,8,774,104,0.157830299785254,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.585817029234632,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_12_00,9,937,29,0.046474657591047,0.205195288613998,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.510973582014335,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_12_00,10,870,34,0.0376435721108871,0.001679836582,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.535137532551982,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_12_00,11,902,16,0.0189763110559571,0.001662870565,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.391537355748156,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_12_00,12,869,40,0.0450644124198133,0.00969733453368017,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.539231993199829,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_12_00,13,770,118,0.168411921578886,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.612743847169848,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_12_00,14,719,123,0.178178511113638,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.693490796999674,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_12_00,15,917,7,0.00826346667803158,0.001121954023,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.330204820248253,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_12_00,16,916,47,0.0532503093250092,0.469871463322199,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.427766888884208,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_12_00,17,916,50,0.0571941193776008,0.817224350713126,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.41517971259444,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_12_00,18,747,106,0.156660361117381,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.552162780992612,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_12_00,19,686,104,0.187769387134512,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.692342003047184,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_12_00,20,732,30,0.0509908625353142,0.435165553876619,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.810739163167634,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_12_00,21,822,6,0.0100279736472081,0.001525146427,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.120968768070265,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_12_00,22,820,10,0.00995271298288667,0.001512172414,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.122113471146279,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_12_00,23,760,109,0.190928210691889,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.649184880736712,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_12_00,24,953,7,0.0105359575262692,0.001475246377,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.327555684699155,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_12_00,25,950,49,0.0579470978753076,0.467946959270514,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.534550363547325,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_12_00,26,956,5,0.0178662453263299,0.001404388306,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.403255230385901,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_12_00,27,873,156,0.207379024192821,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.842548881527748,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_12_00,28,906,13,0.0236114285464437,0.001571054473,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.534062498955222,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_12_00,29,930,12,0.0144307287968162,0.0016978006,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.211475588515537,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_12_00,30,952,23,0.0331740840166196,0.00174770065,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.337768736132462,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_12_00,31,949,36,0.0675995435920474,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.305011168378921,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_12_00,32,861,3,0.001612970515,0.001612970515,0.001612970515,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.169023037122187,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_12_00,33,839,4,0.00890101826079143,0.001123950025,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.726669370531984,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_12_00,34,837,1,0.00112395002499999,0.001123950025,0.001123950025,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.636825512404033,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_12_00,35,879,13,0.0237751022817915,0.001611972514,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.644264845248876,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_12_00,36,879,13,0.0163886258002176,0.001679836582,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.192686548852429,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_12_00,37,861,0,0.0197128447027463,0.001599996502,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.733681484427754,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_12_00,38,881,24,0.0339238133430498,0.001475246377,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5773391781737,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_12_00,39,857,1,0.001543110445,0.001543110445,0.001543110445,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.635676827103881,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_12_00,40,886,73,0.116252679652999,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.432477698231017,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_12_00,41,896,3,0.001555086457,0.001555086457,0.001555086457,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.630341735267764,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_12_00,42,876,86,0.128197611725223,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.557422983088797,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_12_00,43,880,3,0.001575046477,0.001575046477,0.001575046477,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.184471851374774,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_12_00,44,890,1,0.00112395002499999,0.001123950025,0.001123950025,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.261939090554217,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_12_00,45,883,2,0.00268084379463646,0.001550096452,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.466808121571979,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
medium_hidden_failure,wind_speed_12_00,46,878,2,0.00378663215793164,0.001512172414,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.581297239781607,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
high_hidden_failure,wind_speed_11_28,1,942,84,0.0947743301398577,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.505414529712326,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
high_hidden_failure,wind_speed_11_28,2,977,26,0.0294319723378351,0.00656119455,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.247155755817819,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
high_hidden_failure,wind_speed_11_28,3,844,173,0.230795068437061,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.854921390285899,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
high_hidden_failure,wind_speed_11_28,4,974,30,0.0439531260312253,0.0274329349422756,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.44981709174307,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
high_hidden_failure,wind_speed_11_28,5,974,6,0.00861665905688297,0.006457241925,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.469783084489582,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
high_hidden_failure,wind_speed_11_28,6,964,69,0.0773655733150836,0.93368226238098,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.444339111993568,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
high_hidden_failure,wind_speed_11_28,7,1004,26,0.0352801523473031,0.00641467085,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.305158464115528,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
high_hidden_failure,wind_speed_11_28,8,818,124,0.168563965907399,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.620317036103739,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
high_hidden_failure,wind_speed_11_28,9,957,45,0.0691077709876639,0.998670516827224,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.526867540689661,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
high_hidden_failure,wind_speed_11_28,10,889,54,0.0617654095337534,0.62940732859552,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.56312480546418,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
high_hidden_failure,wind_speed_11_28,11,946,13,0.0188533036628972,0.006544364125,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.387238568637227,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
high_hidden_failure,wind_speed_11_28,12,906,54,0.0637630597613075,0.894958453071298,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.561876777460338,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
high_hidden_failure,wind_speed_11_28,13,795,133,0.174585875607646,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.633519676179411,need_probability_component_trace_smoke,"Candidate probability and loading are available, but P_flow/P_HF_L/P1/P2/P_L fields are missing."
