parameter_set_id,scenario_id,candidate_branch,below_Lmax_sample_count,recorded_P_HF_L_min,recorded_P_HF_L_max,recorded_P_HF_L_range,recomputed_P_HF_L_paper_min,recomputed_P_HF_L_paper_max,recomputed_P_HF_L_paper_range,recorded_varies_below_Lmax,paper_recompute_constant_below_Lmax,issue_confirmed,recommended_fix,note
high_hidden_failure,wind_speed_12_00,25,58,0.005,0.005,0,0.005,0.005,0,0,1,0,no_fix_required,Recorded and paper recomputed P_HF_L are constant below L_max.
high_hidden_failure,wind_speed_12_00,26,36,0.005,0.005,0,0.005,0.005,0,0,1,0,no_fix_required,Recorded and paper recomputed P_HF_L are constant below L_max.
high_hidden_failure,wind_speed_12_00,27,162,0.005,0.005,0,0.005,0.005,0,0,1,0,no_fix_required,Recorded and paper recomputed P_HF_L are constant below L_max.
high_hidden_failure,wind_speed_12_00,28,29,0.005,0.005,0,0.005,0.005,0,0,1,0,no_fix_required,Recorded and paper recomputed P_HF_L are constant below L_max.
high_hidden_failure,wind_speed_12_00,29,65,0.005,0.005,0,0.005,0.005,0,0,1,0,no_fix_required,Recorded and paper recomputed P_HF_L are constant below L_max.
high_hidden_failure,wind_speed_12_00,30,55,0.005,0.005,0,0.005,0.005,0,0,1,0,no_fix_required,Recorded and paper recomputed P_HF_L are constant below L_max.
high_hidden_failure,wind_speed_12_00,31,41,0.005,0.005,0,0.005,0.005,0,0,1,0,no_fix_required,Recorded and paper recomputed P_HF_L are constant below L_max.
high_hidden_failure,wind_speed_12_00,32,28,0.005,0.005,0,0.005,0.005,0,0,1,0,no_fix_required,Recorded and paper recomputed P_HF_L are constant below L_max.
high_hidden_failure,wind_speed_12_00,33,24,0.005,0.005,0,0.005,0.005,0,0,1,0,no_fix_required,Recorded and paper recomputed P_HF_L are constant below L_max.
high_hidden_failure,wind_speed_12_00,34,26,0.005,0.005,0,0.005,0.005,0,0,1,0,no_fix_required,Recorded and paper recomputed P_HF_L are constant below L_max.
high_hidden_failure,wind_speed_12_00,35,30,0.005,0.005,0,0.005,0.005,0,0,1,0,no_fix_required,Recorded and paper recomputed P_HF_L are constant below L_max.
high_hidden_failure,wind_speed_12_00,36,23,0.005,0.005,0,0.005,0.005,0,0,1,0,no_fix_required,Recorded and paper recomputed P_HF_L are constant below L_max.
high_hidden_failure,wind_speed_12_00,37,29,0.005,0.005,0,0.005,0.005,0,0,1,0,no_fix_required,Recorded and paper recomputed P_HF_L are constant below L_max.
high_hidden_failure,wind_speed_12_00,38,25,0.005,0.005,0,0.005,0.005,0,0,1,0,no_fix_required,Recorded and paper recomputed P_HF_L are constant below L_max.
high_hidden_failure,wind_speed_12_00,39,25,0.005,0.005,0,0.005,0.005,0,0,1,0,no_fix_required,Recorded and paper recomputed P_HF_L are constant below L_max.
high_hidden_failure,wind_speed_12_00,40,37,0.005,0.005,0,0.005,0.005,0,0,1,0,no_fix_required,Recorded and paper recomputed P_HF_L are constant below L_max.
high_hidden_failure,wind_speed_12_00,41,29,0.005,0.005,0,0.005,0.005,0,0,1,0,no_fix_required,Recorded and paper recomputed P_HF_L are constant below L_max.
high_hidden_failure,wind_speed_12_00,42,27,0.005,0.005,0,0.005,0.005,0,0,1,0,no_fix_required,Recorded and paper recomputed P_HF_L are constant below L_max.
high_hidden_failure,wind_speed_12_00,43,33,0.005,0.005,0,0.005,0.005,0,0,1,0,no_fix_required,Recorded and paper recomputed P_HF_L are constant below L_max.
high_hidden_failure,wind_speed_12_00,44,33,0.005,0.005,0,0.005,0.005,0,0,1,0,no_fix_required,Recorded and paper recomputed P_HF_L are constant below L_max.
high_hidden_failure,wind_speed_12_00,45,36,0.005,0.005,0,0.005,0.005,0,0,1,0,no_fix_required,Recorded and paper recomputed P_HF_L are constant below L_max.
high_hidden_failure,wind_speed_12_00,46,31,0.005,0.005,0,0.005,0.005,0,0,1,0,no_fix_required,Recorded and paper recomputed P_HF_L are constant below L_max.
