parameter_set_id,candidate_branch,delta_line_loading,delta_recorded_P_HF_L,delta_recomputed_P_HF_L_paper,delta_recorded_P_mis_r,delta_recomputed_P_mis_r_paper,delta_recorded_P2,delta_recomputed_P2_paper,delta_recorded_P_L,delta_recomputed_P_L_paper,recorded_hidden_failure_driver,paper_recomputed_hidden_failure_driver,below_Lmax_PHFL_issue_confirmed,effect_on_wind_speed_trend,recommended_fix,note
high_hidden_failure,34,0.00282245555591498,-8.67361737988404e-19,-8.67361737988404e-19,-8.67361737988404e-19,-8.67361737988404e-19,8.67361737988404e-19,8.67361737988404e-19,8.67361737988404e-19,8.67361737988404e-19,0,0,0,paper_formula_still_increases_12mps_risk,no_PHFL_formula_fix_required,Branch-level mean delta between wind_speed_12_00 and wind_speed_11_28 from existing diagnostic traces.
high_hidden_failure,35,-0.0123622054146083,-0.00126287313865151,-0.00126287313865151,-0.00126287313865151,-0.00126287313865151,-0.00125655877295828,-0.00125655877295828,-0.032711012051765,-0.032711012051765,1,1,0,no_clear_effect,no_PHFL_formula_fix_required,Branch-level mean delta between wind_speed_12_00 and wind_speed_11_28 from existing diagnostic traces.
high_hidden_failure,36,-0.00151244911706827,-0.00156074168331823,-0.00156074168331823,-0.00156074168331823,-0.00156074168331823,-0.00155293797490166,-0.00155293797490166,0.0239704508303362,0.0239704508303362,1,1,0,paper_formula_still_increases_12mps_risk,no_PHFL_formula_fix_required,Branch-level mean delta between wind_speed_12_00 and wind_speed_11_28 from existing diagnostic traces.
high_hidden_failure,37,-0.0327428879432077,-0.000791666666666666,-0.000791666666666666,-0.000791666666666666,-0.000791666666666666,-0.000787708333333333,-0.000787708333333333,-0.0712259688439293,-0.0712259688439293,1,1,0,no_clear_effect,no_PHFL_formula_fix_required,Branch-level mean delta between wind_speed_12_00 and wind_speed_11_28 from existing diagnostic traces.
high_hidden_failure,38,0.0101973715834136,0.00157799365514583,0.00157799365514583,0.00157799365514583,0.00157799365514583,0.00157010368687009,0.00157010368687009,0.0315772711791124,0.0315772711791124,1,1,0,paper_formula_still_increases_12mps_risk,no_PHFL_formula_fix_required,Branch-level mean delta between wind_speed_12_00 and wind_speed_11_28 from existing diagnostic traces.
high_hidden_failure,39,-0.000437484306618163,0,0,0,0,1.73472347597681e-18,1.73472347597681e-18,8.67361737988404e-19,8.67361737988404e-19,0,0,0,paper_formula_still_increases_12mps_risk,no_PHFL_formula_fix_required,Branch-level mean delta between wind_speed_12_00 and wind_speed_11_28 from existing diagnostic traces.
high_hidden_failure,40,0.044976321470773,0.0054457477076222,0.0054457477076222,0.0054457477076222,0.0054457477076222,0.00541851896908408,0.00541851896908408,-0.0205043683478676,-0.0205043683478676,1,1,0,no_clear_effect,no_PHFL_formula_fix_required,Branch-level mean delta between wind_speed_12_00 and wind_speed_11_28 from existing diagnostic traces.
high_hidden_failure,41,0.00255290021552423,8.67361737988404e-19,8.67361737988404e-19,8.67361737988404e-19,8.67361737988404e-19,8.67361737988404e-19,8.67361737988404e-19,-0.00863463780680989,-0.00863463780680989,0,0,0,no_clear_effect,no_PHFL_formula_fix_required,Branch-level mean delta between wind_speed_12_00 and wind_speed_11_28 from existing diagnostic traces.
high_hidden_failure,42,0.0353719405656199,0.00521073099814803,0.00521073099814803,0.00521073099814803,0.00521073099814803,0.0051846773431573,0.0051846773431573,-0.00444185941114139,-0.00444185941114139,1,1,0,no_clear_effect,no_PHFL_formula_fix_required,Branch-level mean delta between wind_speed_12_00 and wind_speed_11_28 from existing diagnostic traces.
high_hidden_failure,43,-0.0213143044591518,8.67361737988404e-19,8.67361737988404e-19,8.67361737988404e-19,8.67361737988404e-19,1.73472347597681e-18,1.73472347597681e-18,0,0,0,0,0,no_clear_effect,no_PHFL_formula_fix_required,Branch-level mean delta between wind_speed_12_00 and wind_speed_11_28 from existing diagnostic traces.
high_hidden_failure,44,-0.00645881150546818,0,0,0,0,2.60208521396521e-18,2.60208521396521e-18,8.67361737988404e-19,8.67361737988404e-19,0,0,0,paper_formula_still_increases_12mps_risk,no_PHFL_formula_fix_required,Branch-level mean delta between wind_speed_12_00 and wind_speed_11_28 from existing diagnostic traces.
high_hidden_failure,45,-0.013885577142121,0,0,0,0,0,0,0,0,0,0,0,no_clear_effect,no_PHFL_formula_fix_required,Branch-level mean delta between wind_speed_12_00 and wind_speed_11_28 from existing diagnostic traces.
high_hidden_failure,46,-0.0180009217547868,0,0,0,0,0,0,0,0,0,0,0,no_clear_effect,no_PHFL_formula_fix_required,Branch-level mean delta between wind_speed_12_00 and wind_speed_11_28 from existing diagnostic traces.
