parameter_set_id,target_group,scenario_id,metric_name,metric_source,sigma,paper_value,sim_var_value,absolute_gap,relative_gap,ratio_paper_to_sim,match_status,note
low_hidden_failure,topology_compare,concentrated_bus34,SLLR,SLLR,0.95,8.5328,1,-7.5328,0.882805071863272,8.53279146720853,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
benchmark_calibrated_seed,penetration_scan,penetration_40pct,SLLR,SLLR,0.95,6.3899,1,-5.3899,0.843502896210755,6.38989361010639,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
benchmark_calibrated_seed,penetration_scan,penetration_40pct,SLFOR,SLFOR,0.95,4.2521,2.85476041608016,-1.39733958391984,0.328623328542723,1.48947648516229,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
benchmark_calibrated_seed,penetration_scan,penetration_40pct,SNVOR,SNVOR,0.95,4.6697,1.92552049121421,-2.74417950878579,0.587656363605676,2.42516119467217,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
benchmark_calibrated_seed,penetration_scan,penetration_40pct,CRI,CRI_recomputed_from_var,0.95,5.6183,1.55605618145887,-4.06224381854113,0.723037768631679,3.61059996184241,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
benchmark_calibrated_seed,penetration_scan,penetration_40pct,CRI,CRI_basic,0.95,5.6183,1.37781524398594,-4.24048475601406,0.754762828836344,4.07768454213212,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
benchmark_calibrated_seed,penetration_scan,penetration_60pct,SLLR,SLLR,0.95,7.8006,1,-6.8006,0.871804621208033,7.8005921994078,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
benchmark_calibrated_seed,penetration_scan,penetration_60pct,SLFOR,SLFOR,0.95,5.8361,5.06790773431045,-0.76819226568955,0.131627651010418,1.15157953822033,close,sigma=0.95 paper_table_display comparison; no hidden unit scaling
benchmark_calibrated_seed,penetration_scan,penetration_60pct,SNVOR,SNVOR,0.95,6.2773,2.19560378619724,-4.08169621380276,0.650231080810488,2.85903002191583,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
benchmark_calibrated_seed,penetration_scan,penetration_60pct,CRI,CRI_recomputed_from_var,0.95,7.103,2.05270230410154,-5.05029769589846,0.71100900815,3.46031498356698,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
benchmark_calibrated_seed,penetration_scan,penetration_60pct,CRI,CRI_basic,0.95,7.103,1.84905821832024,-5.25394178167976,0.739679155568155,3.84141293562932,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
benchmark_calibrated_seed,penetration_scan,penetration_80pct,SLLR,SLLR,0.95,14.0526,1,-13.0526,0.928838725300747,14.0525859474141,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
benchmark_calibrated_seed,penetration_scan,penetration_80pct,SLFOR,SLFOR,0.95,12.5517,3.22276123070372,-9.32893876929628,0.743240997319509,3.89470246374931,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
benchmark_calibrated_seed,penetration_scan,penetration_80pct,SNVOR,SNVOR,0.95,11.8034,2.15578002509721,-9.64761997490279,0.81735933354317,5.47523141849147,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
benchmark_calibrated_seed,penetration_scan,penetration_80pct,CRI,CRI_recomputed_from_var,0.95,13.3026,1.67570825116019,-11.6268917488398,0.874031458121597,7.93848932372358,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
benchmark_calibrated_seed,penetration_scan,penetration_80pct,CRI,CRI_basic,0.95,13.3026,1.16428401311371,-12.1383159868863,0.912476889811721,11.4255528931221,same_order,sigma=0.95 paper_table_display comparison; no hidden unit scaling
